State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Alaska,10/28/2017,1481,10/21/2017,8355,309504,2.7
Alaska,11/4/2017,1646,10/28/2017,8861,309504,2.86
Alaska,11/11/2017,1442,11/4/2017,9492,309504,3.07
Alaska,11/18/2017,1695,11/11/2017,10405,309504,3.36
Alaska,11/25/2017,1292,11/18/2017,10401,309504,3.36
Alaska,12/2/2017,1603,11/25/2017,12014,309504,3.88
Alaska,12/9/2017,1349,12/2/2017,11565,309504,3.74
Alaska,12/16/2017,1231,12/9/2017,12648,309504,4.09
Alaska,12/23/2017,1172,12/16/2017,12010,309504,3.88
Alaska,12/30/2017,1197,12/23/2017,12632,309504,4.08
Alaska,1/6/2018,1222,12/30/2017,12419,309504,4.01
Alaska,1/13/2018,1699,1/6/2018,13262,308328,4.3
Alaska,1/20/2018,1238,1/13/2018,12383,308328,4.02
Alaska,1/27/2018,1329,1/20/2018,13178,308328,4.27
Alaska,2/3/2018,1274,1/27/2018,12019,308328,3.9
Alaska,2/10/2018,1192,2/3/2018,12997,308328,4.22
Alaska,2/17/2018,1108,2/10/2018,11738,308328,3.81
Alaska,2/24/2018,1029,2/17/2018,12165,308328,3.95
Alaska,3/3/2018,1033,2/24/2018,11227,308328,3.64
Alaska,3/10/2018,1035,3/3/2018,11568,308328,3.75
Alaska,3/17/2018,1011,3/10/2018,10628,308328,3.45
Alaska,3/24/2018,1024,3/17/2018,11035,308328,3.58
Alaska,3/31/2018,1048,3/24/2018,9997,308328,3.24
Alaska,4/7/2018,1225,3/31/2018,10242,308328,3.32
Alaska,4/14/2018,1088,4/7/2018,9390,307707,3.05
Alaska,4/21/2018,984,4/14/2018,9892,307707,3.21
Alaska,4/28/2018,944,4/21/2018,9274,307707,3.01
Alaska,5/5/2018,865,4/28/2018,9507,307707,3.09
Alaska,5/12/2018,791,5/5/2018,9066,307707,2.95
Alaska,5/19/2018,914,5/12/2018,8520,307707,2.77
Alaska,5/26/2018,1172,5/19/2018,8020,307707,2.61
Alaska,6/2/2018,988,5/26/2018,7688,307707,2.5
Alaska,6/9/2018,865,6/2/2018,7572,307707,2.46
Alaska,6/16/2018,854,6/9/2018,7183,307707,2.33
Alaska,6/23/2018,862,6/16/2018,6709,307707,2.18
Alaska,6/30/2018,784,6/23/2018,6430,307707,2.09
Alaska,7/7/2018,776,6/30/2018,6136,307707,1.99
Alaska,7/14/2018,750,7/7/2018,6203,306856,2.02
Alaska,7/21/2018,684,7/14/2018,6196,306856,2.02
Alaska,7/28/2018,743,7/21/2018,5895,306856,1.92
Alaska,8/4/2018,773,7/28/2018,5876,306856,1.91
Alaska,8/11/2018,724,8/4/2018,5758,306856,1.88
Alaska,8/18/2018,788,8/11/2018,5664,306856,1.85
Alaska,8/25/2018,874,8/18/2018,5450,306856,1.78
Alaska,9/1/2018,839,8/25/2018,5348,306856,1.74
Alaska,9/8/2018,751,9/1/2018,5197,306856,1.69
Alaska,9/15/2018,837,9/8/2018,5269,306856,1.72
Alaska,9/22/2018,947,9/15/2018,5308,306856,1.73
Alaska,9/29/2018,901,9/22/2018,5582,306856,1.82
Alaska,10/6/2018,922,9/29/2018,5650,306856,1.84
Alaska,10/13/2018,1136,10/6/2018,5618,306445,1.83
Alaska,10/20/2018,1148,10/13/2018,5923,306445,1.93
Alaska,10/27/2018,1224,10/20/2018,6600,306445,2.15
Alaska,11/3/2018,1352,10/27/2018,6750,306445,2.2
Alaska,11/10/2018,1462,11/3/2018,7688,306445,2.51
Alaska,11/17/2018,1342,11/10/2018,8081,306445,2.64
Alaska,11/24/2018,1122,11/17/2018,8759,306445,2.86
Alaska,12/1/2018,1214,11/24/2018,9594,306445,3.13
Alaska,12/8/2018,1231,12/1/2018,9498,306445,3.1
Alaska,12/15/2018,1198,12/8/2018,9916,306445,3.24
Alaska,12/22/2018,1111,12/15/2018,10012,306445,3.27
Alaska,12/29/2018,1099,12/22/2018,9972,306445,3.25
Alaska,1/5/2019,1240,12/29/2018,10560,306445,3.45
Alaska,1/12/2019,1805,1/5/2019,10605,306108,3.46
Alaska,1/19/2019,1423,1/12/2019,10505,306108,3.43
Alaska,1/26/2019,1119,1/19/2019,10617,306108,3.47
Alaska,2/2/2019,1145,1/26/2019,10175,306108,3.32
Alaska,2/9/2019,1029,2/2/2019,10324,306108,3.37
Alaska,2/16/2019,1022,2/9/2019,9707,306108,3.17
Alaska,2/23/2019,904,2/16/2019,10165,306108,3.32
Alaska,3/2/2019,926,2/23/2019,9334,306108,3.05
Alaska,3/9/2019,949,3/2/2019,9649,306108,3.15
Alaska,3/16/2019,955,3/9/2019,8934,306108,2.92
Alaska,3/23/2019,850,3/16/2019,9264,306108,3.03
Alaska,3/30/2019,887,3/23/2019,8523,306108,2.78
Alaska,4/6/2019,891,3/30/2019,8583,306108,2.8
Alaska,4/13/2019,992,4/6/2019,7853,305751,2.57
Alaska,4/20/2019,862,4/13/2019,7792,305751,2.55
Alaska,4/27/2019,863,4/20/2019,7604,305751,2.49
Alaska,5/4/2019,823,4/27/2019,7512,305751,2.46
Alaska,5/11/2019,771,5/4/2019,7280,305751,2.38
Alaska,5/18/2019,819,5/11/2019,6861,305751,2.24
Alaska,5/25/2019,987,5/18/2019,6601,305751,2.16
Alaska,6/1/2019,973,5/25/2019,6235,305751,2.04
Alaska,6/8/2019,909,6/1/2019,6375,305751,2.09
Alaska,6/15/2019,733,6/8/2019,6030,305751,1.97
Alaska,6/22/2019,754,6/15/2019,5869,305751,1.92
Alaska,6/29/2019,689,6/22/2019,5404,305751,1.77
Alaska,7/6/2019,552,6/29/2019,5310,305751,1.74
Alaska,7/13/2019,696,7/6/2019,5262,306179,1.72
Alaska,7/20/2019,649,7/13/2019,5065,306179,1.65
Alaska,7/27/2019,619,7/20/2019,5028,306179,1.64
Alaska,8/3/2019,682,7/27/2019,4875,306179,1.59
Alaska,8/10/2019,693,8/3/2019,5019,306179,1.64
Alaska,8/17/2019,698,8/10/2019,4886,306179,1.6
Alaska,8/24/2019,701,8/17/2019,4856,306179,1.59
Alaska,8/31/2019,682,8/24/2019,4616,306179,1.51
Alaska,9/7/2019,687,8/31/2019,4541,306179,1.48
Alaska,9/14/2019,716,9/7/2019,4510,306179,1.47
Alaska,9/21/2019,808,9/14/2019,4720,306179,1.54
Alaska,9/28/2019,866,9/21/2019,4730,306179,1.54
Alaska,10/5/2019,856,9/28/2019,5203,306179,1.7
Alaska,10/12/2019,1184,10/5/2019,5094,306493,1.66
Alaska,10/19/2019,1005,10/12/2019,5629,306493,1.84
Alaska,10/26/2019,1109,10/19/2019,6260,306493,2.04
Alaska,11/2/2019,1166,10/26/2019,6357,306493,2.07
Alaska,11/9/2019,1319,11/2/2019,7103,306493,2.32
Alaska,11/16/2019,1194,11/9/2019,7545,306493,2.46
Alaska,11/23/2019,1243,11/16/2019,8527,306493,2.78
Alaska,11/30/2019,941,11/23/2019,8196,306493,2.67
Alaska,12/7/2019,1146,11/30/2019,9537,306493,3.11
Alaska,12/14/2019,949,12/7/2019,8645,306493,2.82
Alaska,12/21/2019,1027,12/14/2019,9772,306493,3.19
Alaska,12/28/2019,860,12/21/2019,8659,306493,2.83
Alaska,1/4/2020,981,12/28/2019,10177,306493,3.32
Alaska,1/11/2020,1371,1/4/2020,9310,307329,3.03
Alaska,1/18/2020,1181,1/11/2020,9984,307329,3.25
Alaska,1/25/2020,1003,1/18/2020,9496,307329,3.09
Alaska,2/1/2020,1122,1/25/2020,9579,307329,3.12
Alaska,2/8/2020,980,2/1/2020,9161,307329,2.98
Alaska,2/15/2020,915,2/8/2020,9343,307329,3.04
Alaska,2/22/2020,773,2/15/2020,8864,307329,2.88
Alaska,2/29/2020,874,2/22/2020,8938,307329,2.91
Alaska,3/7/2020,815,2/29/2020,8266,307329,2.69
Alaska,3/14/2020,1120,3/7/2020,8522,307329,2.77
Alaska,3/21/2020,7847,3/14/2020,8512,307329,2.77
Alaska,3/28/2020,13774,3/21/2020,11173,307329,3.64
Alaska,4/4/2020,14590,3/28/2020,19845,307329,6.46
Alaska,4/11/2020,12007,4/4/2020,35365,308137,11.48
Alaska,4/18/2020,12201,4/11/2020,48096,308137,15.61
Alaska,4/25/2020,10313,4/18/2020,52022,308137,16.88
Alaska,5/2/2020,8718,4/25/2020,49893,308137,16.19
Alaska,5/9/2020,7807,5/2/2020,50971,308137,16.54
Alaska,5/16/2020,7741,5/9/2020,50049,308137,16.24
Arkansas,1/3/2015,4531,12/27/2014,28807,1127956,2.55
Arkansas,1/10/2015,5329,1/3/2015,29823,1129360,2.64
Arkansas,1/17/2015,3220,1/10/2015,25387,1129360,2.25
Arkansas,1/24/2015,2680,1/17/2015,24179,1129360,2.14
Arkansas,1/31/2015,2559,1/24/2015,24655,1129360,2.18
Arkansas,2/7/2015,2480,1/31/2015,24364,1129360,2.16
Arkansas,2/14/2015,2541,2/7/2015,24074,1129360,2.13
Arkansas,2/21/2015,3053,2/14/2015,23026,1129360,2.04
Arkansas,2/28/2015,3478,2/21/2015,24768,1129360,2.19
Arkansas,3/7/2015,2533,2/28/2015,24944,1129360,2.21
Arkansas,3/14/2015,2848,3/7/2015,25133,1129360,2.23
Arkansas,3/21/2015,2467,3/14/2015,23266,1129360,2.06
Arkansas,3/28/2015,3037,3/21/2015,22078,1129360,1.95
Arkansas,4/4/2015,3104,3/28/2015,22664,1129360,2.01
Arkansas,4/11/2015,2748,4/4/2015,20931,1132788,1.85
Arkansas,4/18/2015,2684,4/11/2015,20849,1132788,1.84
Arkansas,4/25/2015,2842,4/18/2015,21117,1132788,1.86
Arkansas,5/2/2015,2315,4/25/2015,20939,1132788,1.85
Arkansas,5/9/2015,2953,5/2/2015,20178,1132788,1.78
Arkansas,5/16/2015,3011,5/9/2015,20457,1132788,1.81
Arkansas,5/23/2015,3248,5/16/2015,21030,1132788,1.86
Arkansas,5/30/2015,3429,5/23/2015,21262,1132788,1.88
Arkansas,6/6/2015,3387,5/30/2015,23052,1132788,2.03
Arkansas,6/13/2015,3140,6/6/2015,22117,1132788,1.95
Arkansas,6/20/2015,3002,6/13/2015,22655,1132788,2
Arkansas,6/27/2015,2280,6/20/2015,22765,1132788,2.01
Arkansas,7/4/2015,2967,6/27/2015,22336,1132788,1.97
Arkansas,7/11/2015,3451,7/4/2015,22825,1137512,2.01
Arkansas,7/18/2015,2501,7/11/2015,23000,1137512,2.02
Arkansas,7/25/2015,2407,7/18/2015,22367,1137512,1.97
Arkansas,8/1/2015,2142,7/25/2015,22192,1137512,1.95
Arkansas,8/8/2015,2385,8/1/2015,21601,1137512,1.9
Arkansas,8/15/2015,2075,8/8/2015,21485,1137512,1.89
Arkansas,8/22/2015,2203,8/15/2015,20793,1137512,1.83
Arkansas,8/29/2015,2397,8/22/2015,19692,1137512,1.73
Arkansas,9/5/2015,2248,8/29/2015,19542,1137512,1.72
Arkansas,9/12/2015,1848,9/5/2015,18951,1137512,1.67
Arkansas,9/19/2015,2196,9/12/2015,19010,1137512,1.67
Arkansas,9/26/2015,2158,9/19/2015,18547,1137512,1.63
Arkansas,10/3/2015,2351,9/26/2015,18299,1137512,1.61
Arkansas,10/10/2015,2971,10/3/2015,17790,1142268,1.56
Arkansas,10/17/2015,2555,10/10/2015,17576,1142268,1.54
Arkansas,10/24/2015,2730,10/17/2015,18290,1142268,1.6
Arkansas,10/31/2015,3289,10/24/2015,18457,1142268,1.62
Arkansas,11/7/2015,2992,10/31/2015,19535,1142268,1.71
Arkansas,11/14/2015,2791,11/7/2015,18602,1142268,1.63
Arkansas,11/21/2015,3602,11/14/2015,20001,1142268,1.75
Arkansas,11/28/2015,4214,11/21/2015,19679,1142268,1.72
Arkansas,12/5/2015,3681,11/28/2015,23228,1142268,2.03
Arkansas,12/12/2015,2871,12/5/2015,21140,1142268,1.85
Arkansas,12/19/2015,3458,12/12/2015,20964,1142268,1.84
Arkansas,12/26/2015,4390,12/19/2015,20722,1142268,1.81
Arkansas,1/2/2016,4371,12/26/2015,25013,1142268,2.19
Arkansas,1/9/2016,4706,1/2/2016,27204,1146893,2.37
Arkansas,1/16/2016,3024,1/9/2016,22679,1146893,1.98
Arkansas,1/23/2016,2349,1/16/2016,21773,1146893,1.9
Arkansas,1/30/2016,2995,1/23/2016,23139,1146893,2.02
Arkansas,2/6/2016,2367,1/30/2016,22012,1146893,1.92
Arkansas,2/13/2016,2254,2/6/2016,21325,1146893,1.86
Arkansas,2/20/2016,1966,2/13/2016,20682,1146893,1.8
Arkansas,2/27/2016,2221,2/20/2016,20423,1146893,1.78
Arkansas,3/5/2016,2100,2/27/2016,20010,1146893,1.74
Arkansas,3/12/2016,2342,3/5/2016,18957,1146893,1.65
Arkansas,3/19/2016,2055,3/12/2016,18378,1146893,1.6
Arkansas,3/26/2016,3211,3/19/2016,17632,1146893,1.54
Arkansas,4/2/2016,1962,3/26/2016,18249,1146893,1.59
Arkansas,4/9/2016,2559,4/2/2016,16248,1152572,1.41
Arkansas,4/16/2016,2055,4/9/2016,15807,1152572,1.37
Arkansas,4/23/2016,2375,4/16/2016,15968,1152572,1.39
Arkansas,4/30/2016,2127,4/23/2016,16310,1152572,1.42
Arkansas,5/7/2016,2591,4/30/2016,16337,1152572,1.42
Arkansas,5/14/2016,2482,5/7/2016,16219,1152572,1.41
Arkansas,5/21/2016,2927,5/14/2016,16540,1152572,1.44
Arkansas,5/28/2016,2576,5/21/2016,17467,1152572,1.52
Arkansas,6/4/2016,2024,5/28/2016,17499,1152572,1.52
Arkansas,6/11/2016,2527,6/4/2016,18821,1152572,1.63
Arkansas,6/18/2016,1841,6/11/2016,18588,1152572,1.61
Arkansas,6/25/2016,1848,6/18/2016,18568,1152572,1.61
Arkansas,7/2/2016,2032,6/25/2016,17930,1152572,1.56
Arkansas,7/9/2016,3506,7/2/2016,17517,1157715,1.51
Arkansas,7/16/2016,2207,7/9/2016,18645,1157715,1.61
Arkansas,7/23/2016,1971,7/16/2016,17833,1157715,1.54
Arkansas,7/30/2016,1786,7/23/2016,18173,1157715,1.57
Arkansas,8/6/2016,1960,7/30/2016,17477,1157715,1.51
Arkansas,8/13/2016,1930,8/6/2016,17048,1157715,1.47
Arkansas,8/20/2016,2239,8/13/2016,16404,1157715,1.42
Arkansas,8/27/2016,1955,8/20/2016,16075,1157715,1.39
Arkansas,9/3/2016,1740,8/27/2016,15371,1157715,1.33
Arkansas,9/10/2016,1606,9/3/2016,14262,1157715,1.23
Arkansas,9/17/2016,1832,9/10/2016,14327,1157715,1.24
Arkansas,9/24/2016,1624,9/17/2016,13863,1157715,1.2
Arkansas,10/1/2016,1377,9/24/2016,13408,1157715,1.16
Arkansas,10/8/2016,2345,10/1/2016,12938,1162583,1.11
Arkansas,10/15/2016,1875,10/8/2016,12710,1162583,1.09
Arkansas,10/22/2016,1991,10/15/2016,13276,1162583,1.14
Arkansas,10/29/2016,2203,10/22/2016,13657,1162583,1.17
Arkansas,11/5/2016,2234,10/29/2016,13929,1162583,1.2
Arkansas,11/12/2016,1786,11/5/2016,13891,1162583,1.19
Arkansas,11/19/2016,2582,11/12/2016,14399,1162583,1.24
Arkansas,11/26/2016,2838,11/19/2016,14312,1162583,1.23
Arkansas,12/3/2016,2949,11/26/2016,16654,1162583,1.43
Arkansas,12/10/2016,2483,12/3/2016,15611,1162583,1.34
Arkansas,12/17/2016,2184,12/10/2016,16061,1162583,1.38
Arkansas,12/24/2016,3809,12/17/2016,15706,1162583,1.35
Arkansas,12/31/2016,3395,12/24/2016,18043,1162583,1.55
Arkansas,1/7/2017,3194,12/31/2016,19351,1162583,1.66
Arkansas,1/14/2017,2744,1/7/2017,18013,1166355,1.54
Arkansas,1/21/2017,2054,1/14/2017,17441,1166355,1.5
Arkansas,1/28/2017,1947,1/21/2017,17369,1166355,1.49
Arkansas,2/4/2017,1725,1/28/2017,16705,1166355,1.43
Arkansas,2/11/2017,1671,2/4/2017,16158,1166355,1.39
Arkansas,2/18/2017,1635,2/11/2017,15963,1166355,1.37
Arkansas,2/25/2017,1744,2/18/2017,15192,1166355,1.3
Arkansas,3/4/2017,1715,2/25/2017,15217,1166355,1.3
Arkansas,3/11/2017,1595,3/4/2017,14123,1166355,1.21
Arkansas,3/18/2017,1636,3/11/2017,13681,1166355,1.17
Arkansas,3/25/2017,2547,3/18/2017,12988,1166355,1.11
Arkansas,4/1/2017,1590,3/25/2017,13612,1166355,1.17
Arkansas,4/8/2017,2233,4/1/2017,12257,1166355,1.05
Arkansas,4/15/2017,1780,4/8/2017,12126,1169385,1.04
Arkansas,4/22/2017,1975,4/15/2017,12391,1169385,1.06
Arkansas,4/29/2017,1716,4/22/2017,12693,1169385,1.09
Arkansas,5/6/2017,1825,4/29/2017,12283,1169385,1.05
Arkansas,5/13/2017,1870,5/6/2017,12284,1169385,1.05
Arkansas,5/20/2017,2184,5/13/2017,12208,1169385,1.04
Arkansas,5/27/2017,2198,5/20/2017,12781,1169385,1.09
Arkansas,6/3/2017,2954,5/27/2017,13044,1169385,1.12
Arkansas,6/10/2017,1998,6/3/2017,14469,1169385,1.24
Arkansas,6/17/2017,1895,6/10/2017,14265,1169385,1.22
Arkansas,6/24/2017,1483,6/17/2017,14553,1169385,1.24
Arkansas,7/1/2017,1665,6/24/2017,14244,1169385,1.22
Arkansas,7/8/2017,3188,7/1/2017,14047,1171526,1.2
Arkansas,7/15/2017,1859,7/8/2017,16110,1171526,1.38
Arkansas,7/22/2017,1632,7/15/2017,15045,1171526,1.28
Arkansas,7/29/2017,1706,7/22/2017,15188,1171526,1.3
Arkansas,8/5/2017,1734,7/29/2017,15212,1171526,1.3
Arkansas,8/12/2017,1541,8/5/2017,14884,1171526,1.27
Arkansas,8/19/2017,1695,8/12/2017,13981,1171526,1.19
Arkansas,8/26/2017,1645,8/19/2017,13429,1171526,1.15
Arkansas,9/2/2017,1783,8/26/2017,13116,1171526,1.12
Arkansas,9/9/2017,1420,9/2/2017,12437,1171526,1.06
Arkansas,9/16/2017,1418,9/9/2017,12516,1171526,1.07
Arkansas,9/23/2017,1280,9/16/2017,11697,1171526,1
Arkansas,9/30/2017,1247,9/23/2017,11459,1171526,0.98
Arkansas,10/7/2017,2231,9/30/2017,11181,1171526,0.95
Arkansas,10/14/2017,1801,10/7/2017,11359,1173955,0.97
Arkansas,10/21/2017,1761,10/14/2017,11844,1173955,1.01
Arkansas,10/28/2017,1637,10/21/2017,12177,1173955,1.04
Arkansas,11/4/2017,1915,10/28/2017,11956,1173955,1.02
Arkansas,11/11/2017,1602,11/4/2017,12007,1173955,1.02
Arkansas,11/18/2017,2608,11/11/2017,12492,1173955,1.06
Arkansas,11/25/2017,2558,11/18/2017,12257,1173955,1.04
Arkansas,12/2/2017,2690,11/25/2017,14548,1173955,1.24
Arkansas,12/9/2017,1998,12/2/2017,14186,1173955,1.21
Arkansas,12/16/2017,2374,12/9/2017,14031,1173955,1.2
Arkansas,12/23/2017,3597,12/16/2017,13768,1173955,1.17
Arkansas,12/30/2017,3339,12/23/2017,15595,1173955,1.33
Arkansas,1/6/2018,3182,12/30/2017,18154,1173955,1.55
Arkansas,1/13/2018,2347,1/6/2018,16921,1175759,1.44
Arkansas,1/20/2018,1829,1/13/2018,15487,1175759,1.32
Arkansas,1/27/2018,1945,1/20/2018,16398,1175759,1.39
Arkansas,2/3/2018,1674,1/27/2018,15085,1175759,1.28
Arkansas,2/10/2018,1643,2/3/2018,14920,1175759,1.27
Arkansas,2/17/2018,1730,2/10/2018,14600,1175759,1.24
Arkansas,2/24/2018,1620,2/17/2018,14370,1175759,1.22
Arkansas,3/3/2018,1803,2/24/2018,14491,1175759,1.23
Arkansas,3/10/2018,1439,3/3/2018,13659,1175759,1.16
Arkansas,3/17/2018,1262,3/10/2018,12764,1175759,1.09
Arkansas,3/24/2018,2062,3/17/2018,12116,1175759,1.03
Arkansas,3/31/2018,1911,3/24/2018,12619,1175759,1.07
Arkansas,4/7/2018,2209,3/31/2018,11934,1175759,1.02
Arkansas,4/14/2018,1394,4/7/2018,11330,1177585,0.96
Arkansas,4/21/2018,1424,4/14/2018,11042,1177585,0.94
Arkansas,4/28/2018,1909,4/21/2018,10993,1177585,0.93
Arkansas,5/5/2018,1591,4/28/2018,11348,1177585,0.96
Arkansas,5/12/2018,1790,5/5/2018,10882,1177585,0.92
Arkansas,5/19/2018,1874,5/12/2018,10727,1177585,0.91
Arkansas,5/26/2018,1985,5/19/2018,11061,1177585,0.94
Arkansas,6/2/2018,2372,5/26/2018,11236,1177585,0.95
Arkansas,6/9/2018,1852,6/2/2018,12179,1177585,1.03
Arkansas,6/16/2018,1617,6/9/2018,12487,1177585,1.06
Arkansas,6/23/2018,1368,6/16/2018,12422,1177585,1.05
Arkansas,6/30/2018,1510,6/23/2018,12505,1177585,1.06
Arkansas,7/7/2018,2764,6/30/2018,12281,1177585,1.04
Arkansas,7/14/2018,1742,7/7/2018,13735,1180310,1.16
Arkansas,7/21/2018,1487,7/14/2018,13112,1180310,1.11
Arkansas,7/28/2018,1442,7/21/2018,12591,1180310,1.07
Arkansas,8/4/2018,1485,7/28/2018,12779,1180310,1.08
Arkansas,8/11/2018,1371,8/4/2018,12227,1180310,1.04
Arkansas,8/18/2018,1551,8/11/2018,11495,1180310,0.97
Arkansas,8/25/2018,1375,8/18/2018,10738,1180310,0.91
Arkansas,9/1/2018,1423,8/25/2018,10105,1180310,0.86
Arkansas,9/8/2018,1369,9/1/2018,9653,1180310,0.82
Arkansas,9/15/2018,1289,9/8/2018,9965,1180310,0.84
Arkansas,9/22/2018,1130,9/15/2018,9406,1180310,0.8
Arkansas,9/29/2018,1118,9/22/2018,9075,1180310,0.77
Arkansas,10/6/2018,1764,9/29/2018,8874,1180310,0.75
Arkansas,10/13/2018,1610,10/6/2018,8873,1183443,0.75
Arkansas,10/20/2018,1602,10/13/2018,9073,1183443,0.77
Arkansas,10/27/2018,1576,10/20/2018,9563,1183443,0.81
Arkansas,11/3/2018,1052,10/27/2018,8902,1183443,0.75
Arkansas,11/10/2018,1953,11/3/2018,9874,1183443,0.83
Arkansas,11/17/2018,1929,11/10/2018,10021,1183443,0.85
Arkansas,11/24/2018,2374,11/17/2018,10157,1183443,0.86
Arkansas,12/1/2018,2615,11/24/2018,12039,1183443,1.02
Arkansas,12/8/2018,1747,12/1/2018,11315,1183443,0.96
Arkansas,12/15/2018,2026,12/8/2018,10935,1183443,0.92
Arkansas,12/22/2018,3002,12/15/2018,11133,1183443,0.94
Arkansas,12/29/2018,3013,12/22/2018,11417,1183443,0.96
Arkansas,1/5/2019,3478,12/29/2018,14206,1183443,1.2
Arkansas,1/12/2019,2552,1/5/2019,14322,1185652,1.21
Arkansas,1/19/2019,1804,1/12/2019,13132,1185652,1.11
Arkansas,1/26/2019,1720,1/19/2019,12740,1185652,1.07
Arkansas,2/2/2019,1843,1/26/2019,13129,1185652,1.11
Arkansas,2/9/2019,1804,2/2/2019,12835,1185652,1.08
Arkansas,2/16/2019,1789,2/9/2019,12390,1185652,1.04
Arkansas,2/23/2019,1450,2/16/2019,12466,1185652,1.05
Arkansas,3/2/2019,1826,2/23/2019,12119,1185652,1.02
Arkansas,3/9/2019,1396,3/2/2019,11632,1185652,0.98
Arkansas,3/16/2019,1442,3/9/2019,10973,1185652,0.93
Arkansas,3/23/2019,2263,3/16/2019,10415,1185652,0.88
Arkansas,3/30/2019,1219,3/23/2019,11003,1185652,0.93
Arkansas,4/6/2019,2250,3/30/2019,9788,1185652,0.83
Arkansas,4/13/2019,1451,4/6/2019,10259,1188140,0.86
Arkansas,4/20/2019,1413,4/13/2019,9669,1188140,0.81
Arkansas,4/27/2019,1337,4/20/2019,9842,1188140,0.83
Arkansas,5/4/2019,1477,4/27/2019,9624,1188140,0.81
Arkansas,5/11/2019,1682,5/4/2019,9348,1188140,0.79
Arkansas,5/18/2019,1697,5/11/2019,9623,1188140,0.81
Arkansas,5/25/2019,1991,5/18/2019,9815,1188140,0.83
Arkansas,6/1/2019,2602,5/25/2019,10139,1188140,0.85
Arkansas,6/8/2019,3049,6/1/2019,11510,1188140,0.97
Arkansas,6/15/2019,1736,6/8/2019,12900,1188140,1.09
Arkansas,6/22/2019,1492,6/15/2019,12639,1188140,1.06
Arkansas,6/29/2019,1564,6/22/2019,12603,1188140,1.06
Arkansas,7/6/2019,2938,6/29/2019,12156,1188140,1.02
Arkansas,7/13/2019,1757,7/6/2019,13856,1190937,1.16
Arkansas,7/20/2019,1516,7/13/2019,13812,1190937,1.16
Arkansas,7/27/2019,1437,7/20/2019,13004,1190937,1.09
Arkansas,8/3/2019,1343,7/27/2019,13188,1190937,1.11
Arkansas,8/10/2019,1586,8/3/2019,12339,1190937,1.04
Arkansas,8/17/2019,1422,8/10/2019,11950,1190937,1
Arkansas,8/24/2019,1601,8/17/2019,10912,1190937,0.92
Arkansas,8/31/2019,1454,8/24/2019,10774,1190937,0.9
Arkansas,9/7/2019,2122,8/31/2019,10222,1190937,0.86
Arkansas,9/14/2019,1349,9/7/2019,10809,1190937,0.91
Arkansas,9/21/2019,1296,9/14/2019,10201,1190937,0.86
Arkansas,9/28/2019,1346,9/21/2019,9781,1190937,0.82
Arkansas,10/5/2019,1884,9/28/2019,9598,1190937,0.81
Arkansas,10/12/2019,1499,10/5/2019,9712,1193713,0.81
Arkansas,10/19/2019,1404,10/12/2019,9830,1193713,0.82
Arkansas,10/26/2019,1610,10/19/2019,9940,1193713,0.83
Arkansas,11/2/2019,2189,10/26/2019,10050,1193713,0.84
Arkansas,11/9/2019,1731,11/2/2019,10637,1193713,0.89
Arkansas,11/16/2019,1780,11/9/2019,10054,1193713,0.84
Arkansas,11/23/2019,1752,11/16/2019,10767,1193713,0.9
Arkansas,11/30/2019,2567,11/23/2019,10063,1193713,0.84
Arkansas,12/7/2019,2436,11/30/2019,12569,1193713,1.05
Arkansas,12/14/2019,1809,12/7/2019,11610,1193713,0.97
Arkansas,12/21/2019,2579,12/14/2019,11755,1193713,0.98
Arkansas,12/28/2019,3545,12/21/2019,12032,1193713,1.01
Arkansas,1/4/2020,2576,12/28/2019,15323,1193713,1.28
Arkansas,1/11/2020,2493,1/4/2020,15536,1195622,1.3
Arkansas,1/18/2020,1729,1/11/2020,13229,1195622,1.11
Arkansas,1/25/2020,1683,1/18/2020,12331,1195622,1.03
Arkansas,2/1/2020,1837,1/25/2020,13210,1195622,1.1
Arkansas,2/8/2020,1724,2/1/2020,12964,1195622,1.08
Arkansas,2/15/2020,1602,2/8/2020,12979,1195622,1.09
Arkansas,2/22/2020,1055,2/15/2020,12546,1195622,1.05
Arkansas,2/29/2020,1418,2/22/2020,12244,1195622,1.02
Arkansas,3/7/2020,1843,2/29/2020,11618,1195622,0.97
Arkansas,3/14/2020,1382,3/7/2020,11514,1195622,0.96
Arkansas,3/21/2020,9275,3/14/2020,10988,1195622,0.92
Arkansas,3/28/2020,27756,3/21/2020,16148,1195622,1.35
Arkansas,4/4/2020,62086,3/28/2020,36499,1195622,3.05
Arkansas,4/11/2020,35629,4/4/2020,66511,1196468,5.56
Arkansas,4/18/2020,25404,4/11/2020,91278,1196468,7.63
Arkansas,4/25/2020,17671,4/18/2020,109337,1196468,9.14
Arkansas,5/2/2020,13448,4/25/2020,119332,1196468,9.97
Arkansas,5/9/2020,13152,5/2/2020,122522,1196468,10.24
Arkansas,5/16/2020,11427,5/9/2020,122408,1196468,10.23
Arizona,1/3/2015,3372,12/27/2014,29869,2500807,1.19
Arizona,1/10/2015,5537,1/3/2015,30101,2500807,1.2
Arizona,1/17/2015,4579,1/10/2015,30285,2500807,1.21
Arizona,1/24/2015,3949,1/17/2015,29545,2500807,1.18
Arizona,1/31/2015,4067,1/24/2015,30330,2500807,1.21
